Obs,NoChange.A,NoChange.B,uniar,dtip,dtgmpyq,dtmsmtq,dtlpnag,ipxmca,hsbp,lhmu25,ip,gmpyq,msmtq,lpnag,dipxmca,dhsbp,dlhmu25,dlhur,lhur
0.015432765,0,-0.023175652,-0.009915109,0.00524066,0.001163348,0.010420637,0.004055073,-0.011467858,-0.011427213,-0.012079346,0.002394992,-0.00871146,-0.00539043,-0.001467175,0.000749626,-0.012769516,-0.012182921,-0.011054691,-0.011035746
0.016609736,0,-0.01986316,0.000624061,0.003144313,0.000425439,-0.003794919,-0.006199698,-0.002549914,-0.01200171,0.002630507,-0.009262156,-0.012761475,-0.019632878,-0.010046768,-0.008898339,0.001782783,0.002506829,0.001469062,0.001485048
-0.000456566,0,-0.033580053,-0.007103622,0.000111971,-0.009032978,-0.005219333,-0.010764768,-0.010189681,-0.013830622,-0.004910819,-0.002300497,-0.021282606,-0.011111412,-0.018438441,-0.000766831,-0.00798534,-0.004674155,-0.001515184,-0.001504154
-0.000347871,0,-0.028653343,-0.001949118,0.00352487,-0.006628629,-0.010449313,0.008827296,-0.007994556,-0.003713701,-0.001731493,-0.005703225,-0.01785498,-0.007480774,0.000677364,-0.005523234,-0.001483733,-0.001517972,0.012392999,0.012391242
-0.008682504,0,-0.023823444,0.00147698,0.001091891,-0.00529296,-0.010859076,0.006556275,0.007451971,-0.002269724,0.004879115,-0.000817277,-0.015796716,-0.000296857,0.00489949,0.001887574,0.002572071,0.00490667,0.003419235,0.003465775
0.006724252,0,-0.002655939,0.015803696,0.019794365,0.014825098,0.008908742,0.020232595,0.01329196,0.014943514,0.015588288,0.014527036,0.002217503,0.00910715,0.016404965,0.015544862,0.015027502,0.015583318,0.013731623,0.013665903
0.00673196,0,-0.001183718,0.011011737,0.026161516,0.015472896,0.010379903,0.017261715,0.015868139,0.015641656,0.007097365,0.009002578,0.005739475,0.007201435,0.007695268,0.010998896,0.010451894,0.007101664,0.008493463,0.008670384
-0.009379099,0,-0.014376282,-0.002672244,0.015740491,0.005000181,-0.007214304,0.007432758,0.005540118,-0.002508149,-0.00884342,-0.002882559,-0.010949931,-0.014523597,0.003331262,-0.002992059,-0.000353281,-0.00883908,-0.004233471,-0.004102428
-0.008033369,0,-0.00837957,-0.000897793,0.014650429,0.005497232,-0.005839015,0.009772955,-0.006260119,-0.008764337,-0.001817654,-0.007626575,-0.008342687,-0.015819401,0.003460839,-0.008375604,0.002198897,-0.0017548,0.006799745,0.006892796
-0.024788635,0,-0.016800593,-0.00800433,0.000137707,-0.00578385,-0.017233222,-0.005111643,-0.012026978,-0.022588406,-0.007090222,-0.023729717,-0.023898515,-0.017262617,-0.015204849,-0.023788771,-0.007640722,-0.007150517,-0.0048549,-0.004957206
-0.058939898,0,-0.040560321,-0.020403774,-0.020994251,-0.025933866,-0.034281637,-0.026935478,-0.029623697,-0.042947209,-0.03113817,-0.030529597,-0.043785771,-0.0354509,-0.033938197,-0.034948095,-0.020882063,-0.030894398,-0.027876022,-0.029029135
-0.044979347,0,-0.020421319,0.002534508,-0.002515584,-0.010219487,-0.019603719,-0.002770995,-0.007673451,-0.017382842,-0.002846122,-0.008903066,-0.024940445,-0.013034519,-0.009069111,-0.00792263,0.004899398,-0.002449584,-0.005081364,-0.00592516
-0.065080016,0,-0.029725814,-0.002189939,-0.014360949,-0.022758247,-0.045772018,-0.007430071,-0.026589125,-0.03310434,-0.021619154,-0.021455978,-0.039494764,-0.036146446,-0.023090063,-0.023415507,0.003141143,-0.020766997,-0.010359021,-0.010750759
-0.022710129,0,0.01692804,0.034692773,0.021738289,0.013920703,-0.009510121,0.02614334,0.00472718,0.001133635,-0.002902372,0.023634641,0.003243598,0.004690064,0.016135314,0.02613312,0.040489139,-0.001743229,0.007140444,0.006087342
-0.024665366,0,0.016673999,0.021641001,0.013980763,0.010505266,-0.014339623,0.010707888,-0.010714958,-0.001134031,-0.014135671,0.005779167,-0.002980211,-0.011937807,0.001425131,0.003730747,0.019922852,-0.011881075,-0.004499093,-0.006551744
-0.02437994,0,0.01642675,0.016135358,0.012543125,0.013567775,-0.013761141,0.004204552,-0.009510585,0.005007167,-0.014169737,-0.007700777,-0.007299731,-0.016183831,-0.009142838,-0.010076166,0.010439283,-0.012566998,-0.007429938,-0.009161708
0.087792646,0,0.109013593,0.074189374,0.09731167,0.109705655,0.08913924,0.079731216,0.086723784,0.080570367,0.058539127,0.063584956,0.071979307,0.066396428,0.072466546,0.059060642,0.07127527,0.059514837,0.06883695,0.067508125
0.015860775,0,0.034392541,-0.002430722,0.026628377,0.032479131,0.01776396,0.010107684,0.026714161,-0.001929004,-0.017785274,-0.014259126,-0.005502057,-0.012520718,0.003094313,-0.016367406,-0.004211678,-0.016940599,-0.010319406,-0.011200268
0.003509383,0,0.019630484,-0.01035363,0.021089804,0.023603604,0.021709388,0.000270378,0.026312451,-0.005913555,-0.022430257,-0.015671972,-0.012301033,-0.005863847,0.002408059,-0.017588288,-0.01135741,-0.017294176,0.007954828,0.007701509
-0.016104115,0,0.005084512,-0.021914973,0.007875126,0.014439782,0.017610402,-0.013805966,0.012204102,-0.025692413,-0.015651203,-0.024660283,-0.025905869,-0.008119002,-0.004113047,-0.023517709,-0.020495419,-0.022648647,-0.012466975,-0.01440196
-0.035356605,0,-0.007884235,-0.009851039,0.000941682,0.002039516,-0.000952561,-0.027248986,0.002525118,-0.036493241,-0.029377116,-0.023925934,-0.037984534,-0.026243468,-0.019703524,-0.022342012,-0.010047029,-0.042470007,-0.033253409,-0.036071387
-0.026258341,0,0.004853087,0.008874997,0.016836118,0.022797016,0.016415261,-0.012155727,0.017968979,-0.00841755,0.009887418,0.000560894,-0.022486008,-0.01133493,-0.015528689,0.000112664,0.0102786,-0.006104236,0.006878138,0.006596147
-0.031263119,0,0.000895643,0.010230846,0.008040436,0.025000497,0.01740264,0.003499466,0.006945093,-0.005701133,-0.000509764,-0.010798213,-0.017136757,-0.017480122,-0.01810971,-0.01005806,0.010307798,-0.016425105,-0.018033127,-0.018480486
-0.036212617,0,-0.001700841,0.010304441,0.006986608,0.017937783,0.010481478,0.004804209,0.012130152,-0.003559756,-0.002957853,-0.015934297,-0.011482501,-0.008589024,-0.021202543,-0.019584432,0.010366032,-0.01370357,-0.025177249,-0.000544026
-0.014958375,0,0.019315486,0.025219154,0.025419002,0.039232087,0.02370947,0.026422564,0.028458008,0.016988513,0.024516297,-0.001286327,0.015199384,0.007382183,-0.002673206,-0.003472612,0.025128293,0.030788567,0.014198344,0.025307776
-0.003412165,0,0.029015788,0.025286673,0.030426748,0.043804379,0.030543289,0.027182711,0.03087275,0.021349733,0.037069158,0.007061224,0.037099127,0.02892021,0.019295551,0.009306916,0.028708518,0.042595712,0.033494678,0.044628691
-0.013702002,0,0.012879552,0.006713396,0.027430858,0.02824549,0.010709904,0.001218338,0.021175111,0.00075625,0.007707668,0.010922384,0.025208763,0.014824642,0.011052286,0.0132622,0.006292409,0.020687021,0.009188903,0.017304407
-0.037187852,0,-0.013997422,-0.014539873,0.0042411,-0.002137055,-0.023732521,-0.017865709,-0.024568499,-0.033205152,-0.020920897,-0.004535085,0.001266288,-0.007134037,-0.009569388,-0.004319808,-0.019248379,-0.011026286,-0.001960594,-0.012747943
-0.068356053,0,-0.029540167,-0.023414687,-0.015783811,-0.016669844,-0.049616498,-0.03596035,-0.047913495,-0.054872454,-0.041749883,-0.011072143,-0.012890253,-0.023048006,-0.026661901,-0.013811201,-0.018668974,-0.032571022,-0.011205829,-0.030446066
-0.033512471,0,0.011258883,0.016979407,0.008319269,0.027902701,-0.003561384,-0.011644926,-0.007272779,-0.01937587,-0.005363755,0.019032762,0.026825678,0.012742844,-0.00044152,0.015726275,0.022042756,0.005612439,0.005375329,0.005262149
-0.06834127,0,-0.012520074,-0.001129184,-0.027185426,0.000317746,-0.029735261,-0.04073257,-0.033613524,-0.046775353,-0.030733212,-0.010826194,-0.004899209,-0.022181275,-0.032813818,-0.009269135,-0.004768912,-0.01065226,-0.013633448,-0.030634093
0.01049009,0,0.059169812,0.054227885,0.042643731,0.060987437,0.04281187,0.041947546,0.043922951,0.009678224,0.023404142,0.053245495,0.053289367,0.037947244,0.039298748,0.051681254,0.047636629,0.042670239,0.055646395,0.026517363
-0.007479507,0,0.040197444,0.021166872,0.020108013,0.037366371,0.023446861,0.019187247,0.020284338,-0.008837882,0.001867754,0.018578496,0.02405987,0.005695167,0.009980829,0.018068219,0.010172332,0.014154741,0.001549009,0.001980934
-0.000774774,0,0.047052084,0.028773013,0.028250588,0.035070304,0.024616731,0.018603197,0.022662951,0.001769117,-0.005315602,0.018380046,0.023914249,0.004912371,0.01176219,0.018504528,0.026670552,0.012713917,0.017196033,0.010744431
-0.001790842,0,0.041140424,0.019408851,0.012343139,0.030605055,0.017606724,0.002079079,0.00758279,-0.006303469,-0.005601673,0.004633308,0.017307391,-0.010003087,-0.002112047,0.005817483,0.011855353,0.008604398,0.009698516,0.007170281
-0.003821646,0,0.035302061,0.006243434,0.02626979,0.027868681,0.014201557,-0.006280111,0.023679271,-0.012444106,-0.014085606,0.014789601,0.015700268,-0.004984366,0.003088915,0.015412226,0.007196007,0.00647362,0.002077826,-0.008947839
0.035273366,0,0.066582143,0.02784216,0.045606278,0.056908727,0.045313948,0.019781724,0.042401333,0.018825556,0.011674785,0.029888017,0.045600206,0.026733017,0.033660232,0.033553366,0.030181415,0.032828377,0.021693321,0.013939231
0.001266016,0,0.02616286,-0.006956,-0.007289619,0.018605168,0.002125583,-0.027004235,-0.023353848,-0.024884997,-0.040191043,-0.007728691,0.010811858,-0.014744753,-0.026485504,-0.009774642,0.002329364,-0.006549956,-0.022872412,-0.043709895
-0.079317051,0,-0.046313871,-0.049525178,-0.071286228,-0.049460275,-0.07232585,-0.092117934,-0.09027928,-0.090040833,-0.108088604,-0.08441495,-0.051954805,-0.070159745,-0.097575104,-0.086924377,-0.045065105,-0.079370309,-0.078878943,-0.102511301
-0.112418824,0,-0.067498832,-0.044715247,-0.097055122,-0.079363689,-0.104315643,-0.105579111,-0.105247188,-0.110775248,-0.144630828,-0.089009699,-0.080053373,-0.089815248,-0.127830465,-0.087143463,-0.023131029,-0.102484108,-0.094976125,-0.109343616
-0.038380989,0,0.001816612,0.026768369,-0.028096134,-0.015984223,-0.040740563,-0.031876749,-0.043150966,-0.033013207,-0.078580254,-0.025771145,-0.021907772,-0.025072002,-0.053217263,-0.021347276,0.023970251,-0.039661789,-0.033591322,-0.051095235
-0.000322045,0,0.033351256,0.048064789,0.005692724,0.015171323,-0.008749226,0.000951463,-0.005265175,-0.00293581,-0.042155834,0.010691955,0.005985631,0.010495056,-0.023683857,0.017700869,0.055460058,0.000569516,0.019746575,-0.005376273
0.027260648,0,0.048227375,0.051668322,0.034845482,0.034507325,0.020195744,0.026749112,0.016436697,0.019263339,-0.008461002,0.03398113,0.034302037,0.040917523,0.017144281,0.039554675,0.034305299,0.04181847,0.037808573,0.021475936
-0.021878701,0,6.63E-05,-0.014875289,-0.017033229,-0.00164226,-0.028686917,-0.023508676,-0.033435314,-0.018744555,-0.054461307,-0.021678853,-0.01076563,-0.017690272,-0.032819001,-0.021048457,0.000844812,-0.015097436,-0.01158546,-0.033253095
0.043381302,0,0.056041277,0.024284304,0.037375303,0.054336365,0.027385751,0.028919298,0.022631892,0.04277739,-0.005692105,0.017449306,0.028780382,0.030529327,0.021675657,0.022566444,0.034658744,0.025143706,0.010555272,-0.004086621
0.073962568,0,0.074334548,0.024782406,0.031221863,0.051388562,0.046817255,0.033022536,0.018332885,0.063218441,-0.012417755,0.022020822,0.023280009,0.03220431,0.031290174,0.019454977,0.032854807,0.026104286,0.020954481,-0.003063553
0.01746629,0,0.011865591,-0.019501692,-0.018584679,-0.035685961,0.000568025,-0.030662337,-0.027305219,0.012294973,-0.052389652,-0.000779904,-0.036262476,-0.015988898,-0.04112826,-0.005422913,-0.006827154,-0.003488554,0.000912961,-0.033314303
0.033619304,0,0.022002329,-0.010975667,-0.023145642,-0.01527784,0.001751322,-0.028261825,-0.031583465,0.030763136,-0.036495347,-0.004723375,-0.020356218,5.61E-05,-0.033653344,-0.003324484,0.003131408,0.010994728,0.015776134,-0.017591028
0.035531621,0,0.023034712,-0.011984027,-0.020658304,-0.012289237,-0.012243224,-0.032154706,-0.029930661,0.021105036,-0.061675506,-0.005752172,-0.022668766,-0.012507632,-0.04294736,-0.011100391,-0.005717015,-0.019225232,-0.009605427,-0.025604645
-0.040783087,0,-0.046102145,-0.05692201,-0.084039785,-0.074477451,-0.083611109,-0.085860841,-0.093384424,-0.055401849,-0.123098761,-0.053142124,-0.090388656,-0.051595857,-0.098725894,-0.068112673,-0.041666956,-0.058973159,-0.056630554,-0.092925206
-0.006051316,0,-0.014652882,-0.007166114,-0.038462112,-0.020088255,-0.034782503,-0.035670557,-0.047866326,-0.012638344,-0.071432242,-0.000977957,-0.040529469,0.001069059,-0.051916897,-0.007922583,0.000468205,-0.002820823,-0.003181045,-0.039149639
0.018180809,0,0.000271943,0.00359466,-0.01656484,-0.01171311,-0.001352288,-0.019365123,-0.029045318,0.017560917,-0.031961198,0.003258617,-0.002993862,0.033484912,-0.0159941,0.006383362,0.01763357,0.020517218,-0.006695482,-0.015515233
-0.006009044,0,-0.024877031,-0.010287718,-0.035451493,-0.015352571,-0.027396181,-0.031911616,-0.04381301,-0.001146425,-0.048614649,-0.005593817,-0.019376157,0.012821603,-0.036395177,-0.003478932,-0.002278707,0.015646772,-0.004849575,-0.010309342
0.006041953,0,-0.011749909,0.00816083,-0.009186241,-0.013241431,0.004935735,-0.024792721,-0.008551667,0.007575174,-0.029451258,0.022340374,-0.011098367,0.017497807,-0.032659774,0.020053827,0.006349783,0.02827474,0.012624159,0.003431334
0.006026659,0,-0.008649603,-0.004214224,0.00333541,0.004842066,0.011621731,0.006576079,-6.75E-05,0.00541198,-0.006546936,0.017726506,0.003461173,0.006263028,0.012679805,0.017639811,-0.009276239,0.021379742,0.026696878,0.010661712
-0.005939858,0,-0.020562791,-0.013273526,-0.003500142,0.008386385,0.009800149,0.005939106,-0.007156183,0.006479587,-0.010615346,0.004737501,0.005953639,0.004399664,0.005824908,0.010031199,-0.012486204,0.008226086,0.02212487,0.004585923
0.005042048,0,-0.004518597,-0.001827389,0.012076551,0.012155499,0.032509052,0.0139421,-0.004215373,0.016642695,0.009064507,-0.002789562,0.007922553,0.0195019,0.011117718,0.025958664,-0.002168927,0.025272799,0.030038485,0.02016318
0.00408228,0,0.001615951,-0.003019038,0.009164598,0.017136439,0.033765741,0.009585073,-0.009188639,0.019273273,0.00470565,-0.0010312,0.018528709,0.023721499,0.011417487,0.012914771,-0.001374622,0.026906794,0.025528249,0.017405213
