Obs,NoChange.A,NoChange.B,uniar,dtip,dtgmpyq,dtmsmtq,dtlpnag,ipxmca,hsbp,lhmu25,ip,gmpyq,msmtq,lpnag,dipxmca,dhsbp,dlhmu25,dlhur,lhur
0.035346151,0,-0.020577468,-0.011442254,-0.014901425,-0.017548798,-0.011192671,-0.020968252,-0.013979393,-0.014736751,-0.008953443,-0.012078868,0.009540038,-0.010700321,-0.008933814,-0.011498729,-0.012927393,-0.006234973,-0.001859206,-0.006396677
0.011295834,0,-0.046095111,-0.029567669,-0.034992938,-0.038447614,-0.032287599,-0.041318258,-0.033819723,-0.032439704,-0.031764087,-0.02787497,-0.017132009,-0.029744765,-0.029778155,-0.028838539,-0.029812118,-0.028951514,-0.021944673,-0.028741909
-0.014545707,0,-0.063933345,-0.046206136,-0.052967841,-0.056304603,-0.051163632,-0.059729681,-0.05586103,-0.047906112,-0.055985906,-0.047286418,-0.041803313,-0.047278934,-0.049365009,-0.04640231,-0.047561381,-0.050827133,-0.042750145,-0.051601008
0.013270143,0,-0.031009257,-0.010967714,-0.019028092,-0.022429879,-0.017950289,-0.022716842,-0.026399336,-0.011626316,-0.02349406,-0.01111419,-0.02244471,-0.011806447,-0.01907955,-0.011019863,-0.012586268,-0.019431871,-0.013818962,-0.022647784
0.046914595,0,-0.000980463,0.015735962,0.009532013,0.012129033,0.015014706,0.006587921,0.000755297,0.015711229,0.006032942,0.015361057,0.003366199,0.015266244,0.007663326,0.015655066,0.015939569,0.012816823,0.014321138,-0.001767582
0.021369881,0,-0.023501968,-0.001362952,-0.006687753,-0.004015299,-0.001630533,-0.009916332,-0.022082587,-0.000494905,-0.012825061,-0.002744489,-0.015610693,-0.00165833,-0.013404417,-0.001052399,7.78E-05,-0.00685654,-0.00504832,-0.011975094
0.109199292,0,0.05582845,0.07080166,0.071859685,0.06941477,0.072130838,0.069887959,0.070262982,0.071889261,0.071680225,0.070788711,0.0662485,0.071150042,0.064646182,0.07101455,0.067323626,0.074258915,0.074534959,0.074704246
-0.111893895,0,-0.143875745,-0.120701025,-0.122032131,-0.124592571,-0.123014686,-0.123625062,-0.119831906,-0.11552229,-0.13629042,-0.121507687,-0.133498718,-0.120253398,-0.124183733,-0.120663102,-0.116704595,-0.118175907,-0.118258755,-0.119431175
0.059639325,0,0.017834181,0.032251825,0.032053315,0.029817146,0.030182778,0.028676102,0.033477104,0.034474225,0.037517412,0.0333265,0.022175869,0.030151119,0.027789971,0.032540538,0.029817152,0.037713511,0.036198968,0.035968906
0.00619036,0,-0.028240061,-0.017346458,-0.018089711,-0.010470847,-0.018029437,-0.012941106,-0.015727164,-0.017130376,-0.015018564,-0.018529218,-0.012295437,-0.016916903,-0.014667321,-0.017268466,-0.018983364,-0.015660417,-0.014024095,-0.013779911
0.036427884,0,0.000627948,0.009889852,0.009569197,0.019484174,0.011508303,0.008111466,0.012604143,0.010549026,0.012859327,0.009453652,0.019096837,0.018584545,0.013217978,0.010910269,0.010361436,0.012833907,0.011959057,0.012256449
0.010054701,0,-0.018484243,0.012313711,0.011875905,0.005872348,0.012817589,0.019518802,0.014353023,0.01142064,-0.004058826,-0.011474184,0.005042396,0.003502559,-0.00382773,0.006009692,0.008506076,-0.004000312,-0.006314424,-0.005579741
-0.017781734,0,-0.037210619,-0.028143541,-0.030684028,-0.011565184,-0.032382743,-0.027693169,-0.02878569,-0.029735708,-0.041044823,-0.037260054,-0.014302651,-0.005794779,-0.030433752,-0.033060613,-0.026948327,-0.041096804,-0.042735853,-0.042005837
-0.021319287,0,-0.032214931,-0.009789362,-0.012393933,-0.032330953,-0.028199744,-0.012472696,-0.010862185,-0.011345681,-0.024843747,-0.025398915,-0.036589491,-0.022390483,-0.014281757,-0.021747423,-0.009343575,-0.024962657,-0.023917494,-0.022751297
-0.026698577,0,-0.02961793,-0.005911571,-0.008538627,-0.032618323,-0.013529342,-0.013026587,-0.007075604,-0.006379945,-0.017218087,-0.02481547,-0.042846616,-0.016449106,-0.015124783,-0.022662656,-0.004431151,-0.017484841,-0.01436326,-0.013176072
0.021931285,0,0.020855624,0.037630859,0.035446532,0.003741515,0.0287754,0.035650157,0.027483433,0.035713002,0.029665313,0.024437544,-0.008133817,0.022822865,0.033438312,0.027033002,0.034697739,0.029073773,0.036445983,0.037596496
-0.035542848,0,-0.022387035,-0.003157636,-0.004942972,-0.035362205,-0.00538158,-0.006892008,-0.007059595,-0.007623562,-0.006516203,-0.008027327,-0.049186503,-0.017188798,-0.008852748,-0.007553333,-0.005108249,-0.006874397,-0.00057543,-0.000259122
-0.010499851,0,0.004734303,0.01683393,0.015128852,-0.019744136,0.013633736,0.014318324,0.016901443,0.010869134,0.014439228,0.016371894,-0.030698005,0.005348063,0.011567535,0.016857938,0.015369853,0.013950207,0.011570353,0.013779239
0.01781457,0,0.035953897,0.031442031,0.029267866,0.005282616,0.027406663,0.029395356,0.030661197,0.023069809,0.029367573,0.029221965,-0.007712488,0.020544587,0.026818831,0.029671746,0.031020807,0.028722073,0.016844195,0.021299337
-0.062503155,0,-0.041804548,-0.034542378,-0.037655939,-0.059282419,-0.040726628,-0.041329706,-0.036449703,-0.046848687,-0.035956566,-0.035813196,-0.057160648,-0.050443637,-0.044374134,-0.03330027,-0.035018595,-0.037032909,-0.048455822,-0.046211706
-0.091084576,0,-0.054312393,-0.03083694,-0.033959257,-0.0642881,-0.038916313,-0.036940538,-0.033258292,-0.046234238,-0.046409882,-0.036387952,-0.047551047,-0.067786187,-0.039667704,-0.034389122,-0.031094136,-0.047548409,-0.04709127,-0.052080222
-0.020800961,0,0.017429239,0.031750094,0.028075062,0.028574456,0.021022309,0.023349521,0.028143865,0.017216537,0.007371461,0.022292397,0.017130316,0.002162536,0.020577165,0.024144796,0.031702165,0.005234187,0.009911472,0.014150493
-0.045882998,0,-0.001957409,0.007385913,0.002200941,-0.000692173,-0.004229133,-0.004326618,0.001374172,-0.007541401,-0.024239043,-0.006142745,-0.013458317,-0.01169375,-0.008272099,-0.002938987,0.007569378,-0.026875129,-0.026177013,-0.020648434
-0.023979379,0,0.021333039,0.035145128,0.028157248,0.024366246,0.021521202,0.016133225,0.02640588,0.023550112,-0.012287838,0.012151221,0.011764214,0.008284577,0.011780458,0.01803647,0.034812335,-0.015581122,-0.008336686,-0.006830715
-0.027353472,0,0.018982197,0.023607481,0.014824724,0.003744295,0.008948218,-0.006822097,0.012177639,0.007749002,-0.034817417,-0.011516031,-0.00843652,0.005154049,-0.009719058,-0.003952988,0.024573351,-0.039643825,-0.040641442,-0.031525893
-0.007788724,0,0.03756884,0.029953396,0.019512079,0.011297705,0.013244016,-0.004829848,0.01605966,0.013565168,-0.021084631,-0.016524501,-0.001480257,0.010011338,-0.008229221,-0.012143997,0.029988992,-0.026869449,-0.029962202,-0.021040422
0.013299648,0,0.0539447,0.040765233,0.029397319,0.023261094,0.020662151,0.015670495,-0.010945936,0.024219001,-0.014743561,-0.006609033,0.010292588,0.010542564,0.009519962,-0.005029055,0.041047308,-0.019441225,9.38E-05,0.000543241
0.011475225,0,0.051641062,0.026662782,0.016115871,0.012046761,0.007786048,0.007760102,-0.008065541,0.014659456,-0.021120111,-0.002870981,-0.000418988,0.009188232,-5.66E-05,-0.016547302,0.026265376,-0.018253714,-0.014526191,-0.003055047
0.037672054,0,0.065933221,0.03485063,0.024257713,0.032289867,0.015921509,0.026981897,0.001097157,0.02396559,-0.008550523,0.003405004,0.018758666,0.019000391,0.017566516,0.007180568,0.035121065,-0.010796331,0.010846567,0.023634633
-0.031964151,0,-0.002195352,-0.029740451,-0.040241022,-0.022006744,-0.04920036,-0.031050881,-0.0530161,-0.041739979,-0.066676399,-0.058502211,-0.035162334,-0.038075228,-0.042085857,-0.055543933,-0.029448994,-0.062992862,-0.036727929,-0.035978522
-0.057561491,0,-0.020568746,-0.034733059,-0.04983103,-0.026389182,-0.055473361,-0.028250281,-0.055143863,-0.04706988,-0.052786269,-0.053655239,-0.040003169,-0.032200894,-0.039862245,-0.048932766,-0.033952574,-0.052517222,-0.033597268,-0.021288108
0.011257373,0,0.038297563,0.028529585,0.018743989,0.036735041,0.008905965,0.035971218,0.030339232,0.016682276,0.024751675,0.024726451,0.029884405,0.033158858,0.024977482,0.028482,0.028592301,0.024130376,0.043945096,0.056217046
-0.034747007,0,-0.012153385,-0.010715352,-0.019728871,-0.00766809,-0.030688022,0.006146041,-0.005367131,-0.020831578,-0.004340711,-0.000885033,-0.016533296,-0.004264242,-0.005892167,-0.042872294,-0.008619885,-0.003226886,0.008541483,0.020166628
-0.012549553,0,0.007934127,0.01888235,0.010860864,0.030227654,0.008296512,0.040040296,0.021431395,0.010100125,0.033404462,-0.000893882,0.018651488,0.023895251,0.028320671,-0.01273338,0.019145185,0.027935163,0.034516531,0.043846344
-0.037721965,0,-0.015923619,-0.004707844,-0.006541865,0.019125998,-0.019002315,0.009074571,-0.000823907,-0.013491958,0.013406286,-0.022940812,0.005946277,-0.004327952,-0.002071407,-0.017167674,-0.003783312,0.008988329,0.006859905,0.014938571
-0.015790824,0,0.003940898,0.009378295,0.008422706,0.038746412,-0.000249492,0.026825115,0.0123827,-0.000489356,0.033600405,0.019713436,0.0167459,0.012533426,0.015613005,0.022707883,0.009007471,0.029117697,0.020796591,0.028556866
0.00757784,0,0.021689481,0.022842643,0.029611721,0.059956487,0.031462827,0.047905501,0.028304315,0.021056095,0.072604545,0.037276121,0.030199918,0.039924259,0.037081471,0.039363874,0.026182787,0.066461565,0.049486479,0.058545557
0.037558797,0,0.039362131,0.029337496,0.043267338,0.069531007,0.04255617,0.058985408,0.043901943,0.0278888,0.086005257,0.050203556,0.046102965,0.050065609,0.048341307,0.052506215,0.02902515,0.078278779,0.06371807,0.07394114
0.040856156,0,0.037392773,0.013953607,0.020440967,0.065658443,0.036841434,0.047303943,0.026005024,0.017223762,0.075509589,0.031870992,0.042981069,0.044315856,0.037352753,0.033675861,0.013096307,0.065937476,0.05177653,0.062782978
0.045799288,0,0.035434437,0.005756147,0.013683857,0.051204721,0.021701681,0.033530492,0.016932259,0.005201153,0.047020446,0.023153981,0.030283261,0.032698954,0.024789407,0.025272057,0.004722524,0.027398164,0.024562218,0.042217078
0.001203042,0,-0.003707921,-0.026748078,-0.019669647,-0.00346537,-0.025404035,-0.011240733,-0.026473321,-0.032554191,-0.000830161,-0.021555259,-0.021985541,-0.015151294,-0.01982304,-0.020706378,-0.022843239,-0.012533794,-0.004824338,0.003716107
0.001208528,0,-0.00556807,-0.013427647,-0.020677023,0.007583845,-0.019410926,-0.012895012,-0.023459184,-0.025211348,-0.017509963,-0.014413954,-0.013814815,-0.01186245,-0.021193298,-0.013557558,-0.01326899,-0.033818419,-0.013635435,-0.003799503
0.001213836,0,-0.009257464,-0.004731453,-0.010041225,0.008543257,-0.016389094,-0.011335411,-0.012239504,-0.015825462,-0.021990735,0.008890729,-0.011045912,-0.006926141,-0.018093415,0.011030805,-0.003098452,-0.030449728,-0.021082161,-0.014216695
0.001218972,0,-0.007372555,0.002758318,-0.000878271,0.013897662,-0.009997827,-0.005277572,-0.0140795,-0.006147063,-0.001401675,0.011035517,-0.004508123,0.000349946,-0.01170496,0.014164886,0.003905822,-0.006577622,-0.009131726,-0.005626583
-0.000406053,0,-0.009174643,0.002581019,0.006596583,0.016467527,-0.009600304,0.008302764,-0.004412137,0.005571944,-0.006889353,0.016548313,-0.001722306,0.002794625,0.002834918,0.021508105,0.0046875,-0.01134454,0.000711457,-8.39E-05
-0.000393317,0,-0.009133766,0.00248855,0.007745405,0.018069689,-0.012021385,0.006387596,-0.001159178,0.00385181,0.049109319,0.022364939,0.000149788,-0.000761606,0.001937896,0.023312069,0.00190235,0.006801934,0.006891061,0.029386625
0.02358937,0,0.008013404,0.016775717,0.035656899,0.042115901,0.019710942,0.041434362,0.02055128,0.022475997,0.052848877,0.040953025,0.026063038,0.033076216,0.027191914,0.044146889,0.017547624,0.014686193,0.038514659,0.054261413
0.002842824,0,-0.012670023,-0.004116496,0.010803172,0.014997508,0.010630612,0.020468085,-0.002462186,0.000667427,-0.010733032,0.016297733,0.006429375,0.014214323,0.003280004,0.018618652,-0.004368858,-0.002560015,0.01677298,0.024486807
0.004435677,0,-0.010820187,-0.002458475,0.012053805,0.011085913,0.003186321,0.008773167,-0.001717614,-0.000148724,0.000663496,0.020489912,0.001558962,0.014111502,0.006919342,0.021327497,-0.002983618,0.012098691,0.018164046,0.02473576
-0.06150953,0,-0.062990024,-0.043271526,-0.041825623,-0.042675698,-0.046146956,-0.043084559,-0.055990968,-0.043051408,-0.043978502,-0.038960113,-0.053371812,-0.030486073,-0.043718066,-0.035603286,-0.043489305,-0.047308888,-0.041017977,-0.03543403
0.001253071,0,0.001748667,0.020572678,0.027600158,0.019488582,0.020142688,0.027258507,0.012955695,0.021546275,0.014223445,0.029899475,0.009635678,0.03535112,0.024364003,0.033281802,0.0205403,0.033213947,0.031875314,0.036876214
-0.017293059,0,-0.013059108,0.001783543,0.013332743,0.000448165,-0.0011179,0.01304453,-0.001836986,0.005626536,0.00430435,0.018182299,-0.009402109,0.015047337,0.010262643,0.021466893,0.001672538,0.011357137,0.010662442,0.014005266
0.02905939,0,0.025269713,0.033111213,0.053673075,0.042934425,0.037394325,0.057498679,0.041688691,0.039856052,0.052631982,0.049786847,0.028551743,0.042223436,0.052850393,0.051466373,0.033238855,0.048740356,0.049930085,0.052444567
0.012091752,0,0.005217002,0.00049082,0.036873787,0.01792153,0.022918097,0.04062466,0.026876315,0.022062347,0.03413243,0.030411167,0.01064605,0.015266969,0.033432313,0.032800365,7.43E-06,0.028702861,0.02497311,0.028369583
0.015103266,0,0.005181434,0.00133702,0.031888584,0.01956856,0.022341367,0.037718057,0.017796032,0.017775142,0.013603132,0.019641034,0.008619931,0.003975103,0.031240896,0.0190745,0.001890958,0.008995166,0.023891545,0.027482717
0.016561649,0,0.005146316,-0.001510548,0.032451042,0.016809491,0.022860907,0.023093022,0.02128649,0.014104392,0.016913514,0.02015006,0.010337901,0.008939474,0.017984019,0.022513216,-0.00214259,0.011383828,0.010456687,0.011268059
0.042206384,0,0.023041554,0.015317769,0.041639368,0.037276282,0.040437149,0.045104642,0.030769384,0.025148354,0.038004357,0.030470895,0.024881605,0.030041471,0.034072811,0.031194394,0.016029968,0.034353304,0.028110228,0.026595176
0.026937842,0,0.003360155,-0.003873527,0.016834299,0.01193486,0.024604214,0.022181337,0.008051547,0.005965267,-0.00305773,0.01022725,0.006490051,0.012696209,0.007622294,0.014109987,-0.004380891,0.004706873,0.014089722,0.018438634
0.007323039,0,-0.012701453,-0.015544108,0.004864574,-0.003020291,0.008936873,0.011233612,-0.008888323,-0.005558435,-0.007734035,-0.009610076,-0.014291256,-0.002576245,-9.89E-06,-0.00516081,-0.015521268,-0.005772857,0.004091013,0.006981012
0.02815012,0,0.006721047,0.004208844,0.016842225,0.024256265,0.035820041,0.019525027,0.014090115,0.014239658,0.015732652,0.007688515,0.010587466,0.01678541,0.013999009,0.014983193,0.004211255,0.017363768,0.025962189,0.02753445
0.011672035,0,-0.010878541,-0.006868413,-0.001859383,0.003184693,-0.001776175,0.000235822,-0.001140398,-0.006294896,-0.008132977,-0.007792028,-0.005394764,-0.01361331,-0.005318534,-0.002396384,-0.006136078,-0.006849172,0.016397422,0.017917842
0.036586791,0,0.003246075,0.011240367,0.019292383,0.022498124,0.023672971,0.021322446,0.006598893,0.013092466,0.026402395,0.019236858,0.013053958,0.007695676,0.015358901,0.023924851,0.011371086,0.028320191,0.033676206,0.0346136
0.021652167,0,-0.014141333,-0.007145878,0.010199778,0.009210542,0.00824927,0.016264173,-0.008395637,0.001417639,0.000494728,0.003497949,-0.001817057,-0.005405247,0.010321992,0.006266346,-0.00781424,0.002227261,0.016735397,0.016960451
0.005444784,0,-0.0312912,-0.015223912,0.017635908,0.003795011,0.00680596,0.019522962,-0.001514694,-0.007002213,-0.00958299,-0.003486721,-0.007179992,-0.002316698,0.011568858,-0.005324436,-0.016532296,0.000495396,-0.007997729,-0.008030803
-0.010517703,0,-0.043157478,-0.022273859,-0.008829086,-0.001781087,-0.013073878,-0.000333669,-0.01690769,-0.021585586,-0.021434733,-0.017054124,-0.013961561,-0.012022564,-0.003210633,-0.017235032,-0.020722532,-0.009419301,-0.003526273,-0.003624177
0.012388223,0,-0.020920648,0.003509622,0.017815865,0.016325676,0.010173953,0.014207638,0.015624499,0.007545703,0.011053604,0.014240056,0.009018588,0.013653659,0.017694616,0.012430486,0.001695648,0.007474901,0.009505976,0.009402789
0.016454826,0,-0.017494119,0.005762756,0.018528536,0.018811394,0.006704643,0.012004229,0.005112218,0.004530182,0.007908063,0.014586726,0.009033675,0.011322876,0.006148878,0.015094017,0.007433797,0.013837974,0.011572579,0.011462541
0.038804771,0,0.002566989,0.018183788,0.036453581,0.035704925,0.032654761,0.031061422,0.028623098,0.021913199,0.023202107,0.025599976,0.027645803,0.027078379,0.027404255,0.027712544,0.018846089,0.021657213,0.033747125,0.033744827
0.00349192,0,-0.027339969,-0.01559092,0.009833535,0.007773297,-0.00113635,-0.001810814,-0.002270511,-0.006224596,-0.014616919,-0.014545334,-0.001908152,-0.009166355,-0.009334393,-0.009115215,-0.016092532,-0.00697804,-0.000115757,-0.011908803
0.006182031,0,-0.022262982,-0.008546479,0.016245834,0.009804813,0.007445395,0.006585385,0.004674164,-0.000644049,-0.011403788,-0.014811751,0.000449924,-0.010560974,0.000429068,-0.008355051,-0.008686815,-0.003411672,0.011392936,0.011515554
0.047283096,0,0.013670566,0.019796293,0.048970346,0.045664145,0.04554538,0.043929894,0.039995368,0.028792113,0.02015148,0.020851363,0.033866211,0.028385991,0.032018328,0.026371045,0.019815471,0.026399455,0.032914283,0.032910986
0.053568602,0,0.015173369,0.016804117,0.048975831,0.050014582,0.046310147,0.036609671,0.032798439,0.023662472,0.01379584,0.027240855,0.033901226,0.027154495,0.029867178,0.024192292,0.016621859,0.019525124,0.024405749,0.024346516
0.024302553,0,-0.017100231,-0.014572745,0.016533487,0.01916397,0.009400104,0.000838969,-0.001353978,-0.017065859,-0.000282984,0.002888776,0.007641031,0.00627577,0.003332374,0.001830503,-0.010201108,-0.000268272,-9.68E-05,-0.000108708
0.010441582,0,-0.028139272,-0.022715255,0.00355483,0.001864996,-0.008143649,-0.005044981,0.001151064,-0.022100661,-0.0108063,-0.001808031,-0.007507859,-0.015111369,-0.009562632,-0.005556419,-0.023050892,-0.010903398,-0.009150266,-0.009170525
